 @relation BaseImagens

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute x41 numeric
@attribute x42 numeric
@attribute x43 numeric
@attribute x44 numeric
@attribute x45 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute x48 numeric
@attribute x49 numeric
@attribute x50 numeric
@attribute x51 numeric
@attribute x52 numeric
@attribute x53 numeric
@attribute x54 numeric
@attribute x55 numeric
@attribute x56 numeric
@attribute x57 numeric
@attribute x58 numeric
@attribute x59 numeric
@attribute x60 numeric
@attribute x61 numeric
@attribute x62 numeric
@attribute x63 numeric
@attribute x64 numeric
@attribute x65 numeric
@attribute x66 numeric
@attribute x67 numeric
@attribute x68 numeric
@attribute x69 numeric
@attribute x70 numeric
@attribute x71 numeric
@attribute x72 numeric
@attribute x73 numeric
@attribute x74 numeric
@attribute x75 numeric
@attribute x76 numeric
@attribute x77 numeric
@attribute x78 numeric
@attribute x79 numeric
@attribute x80 numeric
@attribute x81 numeric
@attribute x82 numeric
@attribute x83 numeric
@attribute x84 numeric
@attribute x85 numeric
@attribute x86 numeric
@attribute x87 numeric
@attribute x88 numeric
@attribute x89 numeric
@attribute x90 numeric
@attribute x91 numeric
@attribute x92 numeric
@attribute x93 numeric
@attribute x94 numeric
@attribute x95 numeric
@attribute x96 numeric
@attribute x97 numeric
@attribute x98 numeric
@attribute x99 numeric
@attribute x100 numeric
@attribute x101 numeric
@attribute x102 numeric
@attribute x103 numeric
@attribute x104 numeric
@attribute x105 numeric
@attribute x106 numeric
@attribute x107 numeric
@attribute x108 numeric
@attribute x109 numeric
@attribute x110 numeric
@attribute x111 numeric
@attribute x112 numeric
@attribute x113 numeric
@attribute x114 numeric
@attribute x115 numeric
@attribute x116 numeric
@attribute x117 numeric
@attribute x118 numeric
@attribute x119 numeric
@attribute x120 numeric
@attribute x121 numeric
@attribute x122 numeric
@attribute x123 numeric
@attribute x124 numeric
@attribute x125 numeric
@attribute x126 numeric
@attribute x127 numeric
@attribute x128 numeric
@attribute x129 numeric
@attribute x130 numeric
@attribute x131 numeric
@attribute x132 numeric
@attribute x133 numeric
@attribute x134 numeric
@attribute x135 numeric
@attribute x136 numeric
@attribute x137 numeric
@attribute x138 numeric
@attribute x139 numeric
@attribute x140 numeric
@attribute x141 numeric
@attribute x142 numeric
@attribute x143 numeric
@attribute x144 numeric
@attribute x145 numeric
@attribute x146 numeric
@attribute x147 numeric
@attribute x148 numeric
@attribute x149 numeric
@attribute x150 numeric
@attribute x151 numeric
@attribute x152 numeric
@attribute x153 numeric
@attribute x154 numeric
@attribute x155 numeric
@attribute x156 numeric
@attribute x157 numeric
@attribute x158 numeric
@attribute x159 numeric
@attribute x160 numeric
@attribute x161 numeric
@attribute x162 numeric
@attribute x163 numeric
@attribute x164 numeric
@attribute x165 numeric
@attribute x166 numeric
@attribute x167 numeric
@attribute x168 numeric

Cisto_T1_1.jpg,cisto

@attribute class {Cisto,Lesao_Benigna,Lesao_Maligna,Sem_Lesao}
@data
 0.13304, 0.80703, 0.35596, 0.29139, 0.21107, 0.38305, 0.53081, 0.80190, 0.79566, 0.80800, 0.80071, 0.84472, 0.99870, 0.13701, 0.85372, 0.41275, 0.29140, 0.26030, 0.38263, 0.52239, 0.79155, 0.77664, 0.85428, 0.74253, 0.85102, 0.99928, 0.14365, 0.82129, 0.51637, 0.29145, 0.33699, 0.38103, 0.53253, 0.77373, 0.75844, 0.82277, 0.68220, 0.87220, 0.99883, 0.13637, 0.85681, 0.40495, 0.29150, 0.22584, 0.37942, 0.52452, 0.79251, 0.77676, 0.85700, 0.77840, 0.87597, 0.99937, 0.76490, 0.45852, 0.65505, 0.20705, 0.21015, 0.36384, 0.77539, 0.43682, 0.23911, 0.12504, 0.56934, 0.12741, 0.47412, 0.39775, 0.37994, 0.46243, 0.01392, 0.12559, 0.71879, 0.38855, 0.35408, 0.51226, 0.32316, 0.35486, 0.23648, 0.36041, 0.34513, 0.54654, 0.22542, 0.16518, 0.46346, 0.17513, 0.56215, 0.61420, 0.31481, 0.53907, 0.67289, 0.58883, 0.64758, 0.44594, 0.40576, 0.64436, 0.44679, 0.35372, 0.90159, 0.55367, 0.46255, 0.74637, 0.53907, 0.67126, 0.58911, 0.66227, 0.45502, 0.40590, 0.48113, 0.44870, 0.31499, 0.92686, 0.56608, 0.41242, 0.83740, 0.53908, 0.68310, 0.58898, 0.65489, 0.43575, 0.40535, 0.44701, 0.41548, 0.30279, 0.89145, 0.54535, 0.49093, 0.62855, 0.53909, 0.63550, 0.58856, 0.65858, 0.46367, 0.41784, 0.50552, 0.49760, 0.32457, 0.93145, 0.27632, 0.44495, 0.60640, 0.71474, 0.46994, 0.71847, 0.61622, 0.54296, 0.57333, 0.51368, 0.49573, 0.78497, 0.33305, 0.17131, 0.24291, 0.57032, 0.24664, 0.38114, 0.53410, 0.84235, 0.80303, 0.63379, 0.59881, 0.57536, 0.63367, 0.61137, 0.35907, 0.43351, 0.88214, 0.31763, 0.42221, 0.30105,Lesao_Benigna
 0.00025, 0.65647, 0.25390, 0.31447, 0.06255, 0.39121, 0.29180, 0.98863, 0.99601, 0.65198, 0.95580, 0.77188, 0.99962, 0.00231, 0.74045, 0.26713, 0.31447, 0.03436, 0.39122, 0.27985, 0.98015, 0.99069, 0.72986, 0.96646, 0.79589, 0.99990, 0.00494, 0.75063, 0.36027, 0.31448, 0.04998, 0.39090, 0.28732, 0.97259, 0.97763, 0.74137, 0.97060, 0.82257, 0.99990, 0.00487, 0.75051, 0.24809, 0.31449, 0.03755, 0.39058, 0.27920, 0.97285, 0.97983, 0.74123, 0.96433, 0.80540, 0.99991, 0.45348, 0.77164, 0.39064, 0.25080, 0.42465, 0.46933, 0.91874, 0.43310, 0.63235, 0.20922, 0.31682, 0.22217, 0.55780, 0.31916, 0.77495, 0.41259, 0.04375, 0.21195, 0.62219, 0.17524, 0.37259, 0.31766, 0.39742, 0.31824, 0.71711, 0.44053, 0.19302, 0.05430, 1.00000, 0.27611, 0.37371, 0.45778, 0.17378, 0.68360, 0.26713, 0.92469, 0.35132, 0.90516, 0.68913, 0.80216, 0.75123, 0.65351, 0.77431, 0.59720, 0.99768, 0.13862, 0.57551, 0.58163, 0.92471, 0.23281, 0.90482, 0.68954, 0.82956, 0.78161, 0.50263, 0.87960, 0.61182, 0.99929, 0.14005, 0.54953, 0.62241, 0.92471, 0.16357, 0.90502, 0.68456, 0.81798, 0.80471, 0.50170, 0.90328, 0.63486, 0.99846, 0.13535, 0.58883, 0.50776, 0.92471, 0.20192, 0.90459, 0.68935, 0.83249, 0.79116, 0.51706, 0.91678, 0.61325, 0.99928, 0.33790, 0.93726, 0.16988, 0.54477, 0.62492, 0.18184, 0.28319, 0.15708, 0.25598, 0.24696, 0.24264, 0.49562, 0.21799, 0.21804, 0.13772, 0.49522, 0.00250, 0.42743, 0.16664, 0.51731, 0.54661, 0.25573, 0.49836, 0.33935, 0.56523, 0.66460, 0.15049, 0.11681, 0.27818, 0.40744, 0.43090, 0.36518,Lesao_Benigna
 0.00424, 0.69921, 0.33687, 0.29447, 0.00773, 0.37367, 0.40480, 0.98913, 0.99879, 0.69196, 1.00000, 0.77738, 0.99962, 0.00637, 0.74991, 0.38295, 0.29446, 0.00000, 0.37404, 0.39503, 0.98155, 0.99218, 0.73670, 1.00000, 0.80136, 0.99989, 0.00936, 0.74978, 0.47016, 0.29447, 0.02027, 0.37353, 0.40282, 0.97214, 0.97773, 0.73855, 1.00000, 0.82542, 0.99989, 0.00884, 0.75851, 0.36930, 0.29449, 0.00000, 0.37301, 0.39582, 0.97451, 0.98200, 0.74642, 1.00000, 0.81196, 0.99991, 0.51699, 0.59853, 0.29927, 0.21513, 0.43538, 0.43895, 0.87552, 0.28828, 0.56932, 0.36228, 0.17253, 0.02643, 0.81875, 0.62917, 0.62759, 0.45147, 0.13760, 0.25992, 0.33850, 0.47635, 0.48174, 0.67816, 0.54852, 0.58051, 0.47080, 0.27381, 0.32851, 0.69699, 0.62324, 0.59131, 0.62091, 0.85238, 0.19822, 0.76411, 0.26207, 1.00000, 0.37676, 0.96886, 0.78381, 0.78917, 0.73680, 0.74185, 0.76174, 0.54076, 0.99645, 0.16414, 0.62209, 0.63962, 1.00000, 0.27377, 0.96895, 0.79170, 0.82013, 0.76544, 0.55895, 0.85997, 0.54548, 0.99882, 0.16975, 0.58465, 0.70035, 1.00000, 0.22683, 0.96901, 0.78557, 0.80451, 0.78270, 0.54767, 0.86630, 0.55801, 0.99737, 0.16175, 0.63198, 0.56351, 1.00000, 0.24575, 0.96871, 0.79253, 0.82278, 0.77376, 0.57053, 0.89301, 0.54157, 0.99879, 0.42496, 0.88925, 0.58651, 0.71205, 0.66075, 0.55099, 0.47750, 0.13826, 0.48258, 0.47881, 0.41250, 0.38377, 0.34407, 0.19699, 0.23696, 0.48238, 0.15148, 0.31412, 0.51582, 0.75247, 0.31671, 0.52143, 0.59730, 0.61075, 0.66635, 0.55524, 0.24138, 0.44879, 0.52182, 0.19242, 0.60851, 0.39176,Lesao_Benigna
 0.00000, 0.62151, 0.42448, 0.33120, 0.12048, 0.41397, 0.42441, 1.00000, 1.00000, 0.61927, 0.90226, 0.72214, 0.99915, 0.00000, 0.72657, 0.41675, 0.33119, 0.05244, 0.41444, 0.41334, 1.00000, 1.00000, 0.71774, 0.93760, 0.75401, 0.99974, 0.00000, 0.74692, 0.48421, 0.33118, 0.00000, 0.41477, 0.41854, 1.00000, 1.00000, 0.73657, 0.99897, 0.79475, 0.99972, 0.00000, 0.74377, 0.39429, 0.33117, 0.00529, 0.41510, 0.41101, 1.00000, 1.00000, 0.73381, 0.97671, 0.77787, 0.99980, 0.59157, 0.55853, 0.48573, 0.22038, 0.52600, 0.43730, 1.00000, 0.05512, 0.71676, 0.13225, 0.28303, 0.26444, 0.50234, 0.45914, 0.64092, 0.17808, 0.75164, 0.29254, 0.75739, 0.42875, 0.54834, 0.80652, 0.24262, 0.47836, 0.64276, 0.45122, 0.20804, 0.03689, 0.73272, 0.74592, 0.26983, 0.08293, 0.19089, 0.68731, 0.25246, 0.91453, 0.34402, 0.91167, 0.67941, 0.80960, 0.76717, 0.65434, 0.79031, 0.61663, 0.99831, 0.15076, 0.61569, 0.48360, 0.91455, 0.20142, 0.91127, 0.66999, 0.84429, 0.80696, 0.53134, 0.92823, 0.65272, 0.99957, 0.14785, 0.62935, 0.44363, 0.91455, 0.08038, 0.91133, 0.66263, 0.83599, 0.84268, 0.55874, 1.00000, 0.69809, 0.99919, 0.14337, 0.65006, 0.37934, 0.91455, 0.13954, 0.91105, 0.66432, 0.85117, 0.82430, 0.55804, 0.99806, 0.67182, 0.99962, 0.47557, 0.95796, 0.41150, 0.65188, 0.68706, 0.22949, 0.30348, 0.02118, 0.28811, 0.00962, 0.26207, 0.08822, 0.20943, 0.21369, 0.04449, 0.18273, 0.10044, 0.45348, 0.39612, 0.51008, 0.38270, 0.39725, 0.39486, 0.34553, 0.41418, 0.33638, 0.23364, 0.02457, 0.14803, 0.23032, 0.19830, 0.24261,Lesao_Benigna
 0.01089, 0.73394, 0.34853, 0.32215, 0.08090, 0.40229, 0.45077, 0.97311, 0.97589, 0.72951, 0.93791, 0.74263, 0.99922, 0.01610, 0.77784, 0.40284, 0.32214, 0.12231, 0.40265, 0.44224, 0.96096, 0.95778, 0.77099, 0.89430, 0.75024, 0.99965, 0.01950, 0.76819, 0.49360, 0.32213, 0.16258, 0.40307, 0.44999, 0.94964, 0.94400, 0.76269, 0.87201, 0.76981, 0.99944, 0.01761, 0.78459, 0.39040, 0.32212, 0.10709, 0.40347, 0.44218, 0.95632, 0.95080, 0.77819, 0.90775, 0.76346, 0.99967, 0.56124, 0.40762, 0.00000, 0.48487, 0.45067, 0.57197, 0.26782, 0.10112, 0.02484, 0.39032, 0.34211, 0.40056, 0.54515, 0.48221, 0.04383, 0.48958, 0.40987, 0.04167, 0.49442, 0.29458, 0.25161, 0.30349, 0.57131, 0.20546, 0.26155, 0.48929, 0.30073, 0.50845, 0.50286, 0.35334, 0.43048, 0.45124, 0.29399, 0.71520, 0.24109, 0.77601, 0.44663, 0.79172, 0.70237, 0.67686, 0.62960, 0.70799, 0.68810, 0.52841, 0.98884, 0.27361, 0.55007, 0.65972, 0.77602, 0.41113, 0.79170, 0.71453, 0.69738, 0.63885, 0.52036, 0.72932, 0.50046, 0.99427, 0.28642, 0.50234, 0.74327, 0.77602, 0.39118, 0.79172, 0.70970, 0.67806, 0.64883, 0.49598, 0.71874, 0.50235, 0.98891, 0.26782, 0.57045, 0.56469, 0.77604, 0.37608, 0.79088, 0.71257, 0.70102, 0.64934, 0.53868, 0.77226, 0.50509, 0.99444, 0.52831, 0.54668, 0.50258, 0.70532, 0.74038, 0.43822, 0.47681, 0.55159, 0.17517, 0.65449, 0.22363, 0.48945, 0.13118, 0.40485, 0.36033, 0.28251, 0.29636, 0.34067, 0.55099, 0.66624, 0.56331, 0.51528, 0.59592, 0.64346, 0.43261, 0.47634, 0.05191, 0.36412, 0.31146, 0.36907, 0.40157, 0.33899,Lesao_Benigna
 0.21865, 0.62721, 0.51086, 0.39021, 0.42269, 0.49647, 0.55577, 0.68568, 0.67782, 0.63411, 0.60645, 0.53373, 0.97663, 0.22203, 0.68957, 0.53711, 0.39021, 0.43445, 0.49643, 0.54976, 0.68070, 0.66855, 0.69739, 0.58211, 0.55205, 0.98532, 0.22700, 0.73172, 0.57899, 0.39026, 0.47051, 0.49495, 0.55404, 0.66932, 0.65840, 0.73735, 0.55099, 0.55269, 0.97953, 0.22179, 0.69296, 0.52986, 0.39031, 0.41584, 0.49347, 0.55129, 0.67967, 0.66645, 0.70130, 0.60302, 0.56273, 0.98571, 0.82502, 0.48237, 0.49800, 0.33216, 0.30194, 0.52310, 0.60777, 0.78552, 0.11997, 0.19057, 1.00000, 0.41032, 0.47272, 0.42962, 0.61074, 0.53061, 0.20032, 0.34088, 0.42735, 0.26616, 0.26119, 0.46941, 0.59851, 0.35324, 0.48072, 0.23217, 0.27460, 0.37704, 0.39475, 0.40021, 0.11524, 0.12990, 0.59219, 0.44584, 0.47615, 0.43626, 0.67811, 0.55275, 0.57116, 0.44525, 0.41534, 0.46300, 0.44023, 0.40330, 0.92553, 0.58154, 0.35266, 0.85291, 0.43625, 0.65236, 0.55311, 0.58208, 0.46109, 0.42544, 0.35756, 0.47527, 0.38975, 0.95166, 0.59775, 0.33585, 0.86995, 0.43626, 0.66547, 0.55301, 0.56667, 0.43703, 0.42383, 0.36399, 0.44236, 0.38235, 0.92423, 0.57541, 0.38371, 0.71963, 0.43626, 0.62131, 0.55311, 0.57808, 0.46812, 0.43585, 0.38571, 0.51805, 0.39513, 0.95390, 0.32117, 0.44943, 0.51923, 0.65968, 0.44574, 0.53406, 0.55799, 0.49022, 0.17177, 0.51822, 0.45090, 0.73290, 0.12300, 0.26528, 0.63815, 0.45156, 0.32398, 0.42794, 0.63744, 1.00000, 0.83258, 0.42549, 0.49916, 0.69635, 0.48396, 0.61029, 0.36468, 0.35184, 0.05005, 0.57793, 0.19512, 0.17035,Lesao_Benigna
 0.36427, 0.88880, 0.15812, 0.58087, 0.33187, 0.68400, 0.39856, 0.55514, 0.55796, 0.89358, 0.65890, 0.47038, 0.94241, 0.36149, 0.94156, 0.22760, 0.58087, 0.35843, 0.68383, 0.38641, 0.55545, 0.55246, 0.94589, 0.61955, 0.50126, 0.96008, 0.36874, 0.96741, 0.32075, 0.58094, 0.39483, 0.68189, 0.39743, 0.54214, 0.53895, 0.96978, 0.58662, 0.48555, 0.94687, 0.35986, 0.94134, 0.22293, 0.58101, 0.34826, 0.67996, 0.39037, 0.55454, 0.55013, 0.94652, 0.63081, 0.50525, 0.96017, 0.74687, 0.84132, 0.51778, 0.29409, 0.41404, 0.37429, 0.65887, 0.58164, 0.51415, 0.16084, 0.11387, 0.29244, 0.61105, 0.41723, 0.56091, 0.61120, 0.04835, 0.13351, 0.21515, 0.10894, 0.69822, 0.60560, 0.57857, 0.53618, 0.56576, 0.79531, 0.30271, 0.24512, 0.48356, 0.51847, 0.02649, 0.22386, 0.59241, 0.55911, 0.42630, 0.53469, 0.69821, 0.60908, 0.68856, 0.42222, 0.38281, 0.58937, 0.40937, 0.28837, 0.87428, 0.57824, 0.43746, 0.84546, 0.53468, 0.67856, 0.60952, 0.70408, 0.43905, 0.39229, 0.45477, 0.43653, 0.27196, 0.91259, 0.59426, 0.40680, 0.89291, 0.53469, 0.69219, 0.60942, 0.68938, 0.41453, 0.39010, 0.44183, 0.40315, 0.26131, 0.87137, 0.57539, 0.45321, 0.74244, 0.53468, 0.66224, 0.60961, 0.70389, 0.44271, 0.39789, 0.46912, 0.46010, 0.25849, 0.91266, 0.26761, 0.34710, 0.39545, 0.87207, 0.34891, 0.55728, 0.85734, 0.45007, 0.25640, 0.56953, 0.67845, 0.86719, 0.13288, 0.39897, 0.28426, 0.71150, 0.40224, 0.43679, 0.38218, 0.28526, 0.43559, 0.61450, 0.50206, 0.43934, 0.52475, 0.73111, 0.29741, 0.29516, 0.39095, 0.65092, 0.88223, 0.65890,Lesao_Benigna
 0.22821, 0.84914, 0.45646, 0.52319, 0.31308, 0.61231, 0.73031, 0.60000, 0.59987, 0.85358, 0.68752, 0.36413, 0.83857, 0.22447, 0.89809, 0.50736, 0.52318, 0.35818, 0.61274, 0.72286, 0.59872, 0.59097, 0.90310, 0.62741, 0.38344, 0.87674, 0.23703, 0.92845, 0.56514, 0.52325, 0.42351, 0.61066, 0.73030, 0.57813, 0.57071, 0.93232, 0.56394, 0.34509, 0.83817, 0.22445, 0.90169, 0.50089, 0.52332, 0.34866, 0.60857, 0.72626, 0.59733, 0.58806, 0.90757, 0.63799, 0.38452, 0.87768, 0.92755, 0.45812, 0.44698, 0.24598, 0.02605, 0.73054, 0.65571, 1.00000, 0.11549, 0.33880, 0.76492, 0.50858, 0.57560, 0.71075, 0.92243, 1.00000, 0.04934, 0.19684, 0.52474, 0.53175, 0.53281, 0.47683, 0.59960, 0.62721, 0.62771, 0.55676, 0.26049, 0.34695, 0.75803, 0.62658, 0.32059, 0.48763, 0.52623, 0.59288, 0.36331, 0.54320, 0.62606, 0.64459, 0.66815, 0.49213, 0.45669, 0.61266, 0.50363, 0.38972, 0.93817, 0.51184, 0.47021, 0.75478, 0.54319, 0.60367, 0.64495, 0.67930, 0.51074, 0.46459, 0.47510, 0.53325, 0.36789, 0.96008, 0.53089, 0.43333, 0.81667, 0.54320, 0.62190, 0.64489, 0.66931, 0.48415, 0.46055, 0.45972, 0.48837, 0.34815, 0.93302, 0.50948, 0.48460, 0.66331, 0.54320, 0.58432, 0.64480, 0.67918, 0.51510, 0.47107, 0.48830, 0.56195, 0.35786, 0.96011, 0.47691, 0.38863, 0.75783, 0.71005, 0.38841, 0.63542, 0.46660, 0.42982, 0.18701, 0.43194, 0.32008, 0.77896, 0.15547, 0.30196, 0.12756, 0.55849, 0.56979, 0.39163, 0.33488, 0.59120, 0.65307, 0.67436, 0.30427, 0.40621, 0.49151, 0.81026, 0.11261, 0.33223, 0.24994, 0.26368, 0.43607, 0.80393,Lesao_Benigna
 0.21429, 0.75557, 0.42660, 0.52745, 0.32735, 0.62157, 0.57461, 0.66670, 0.66430, 0.76013, 0.69550, 0.43559, 0.93282, 0.21245, 0.78838, 0.48561, 0.52746, 0.36725, 0.62121, 0.56889, 0.66472, 0.65497, 0.79356, 0.64584, 0.45653, 0.95369, 0.22179, 0.81618, 0.54356, 0.52748, 0.39553, 0.62075, 0.57436, 0.65009, 0.64207, 0.81924, 0.62223, 0.44084, 0.93749, 0.21331, 0.79317, 0.47611, 0.52750, 0.33996, 0.62026, 0.56896, 0.66324, 0.65273, 0.79855, 0.67233, 0.46449, 0.95443, 0.86824, 0.47305, 0.62754, 0.27158, 0.66937, 0.47316, 0.58594, 0.26593, 0.18160, 0.46104, 0.10774, 0.25641, 0.50519, 0.64068, 0.41730, 0.39083, 0.12423, 0.25325, 0.73482, 0.25302, 0.25999, 0.53121, 0.55632, 0.57532, 0.40166, 0.41906, 0.20959, 0.69601, 0.43700, 0.31718, 0.61318, 1.00000, 0.57125, 0.51715, 0.45899, 0.51458, 0.68175, 0.61701, 0.66262, 0.45582, 0.41927, 0.54082, 0.43827, 0.34209, 0.91518, 0.55555, 0.41016, 0.86216, 0.51459, 0.64856, 0.61712, 0.67649, 0.47655, 0.43208, 0.41919, 0.47899, 0.33027, 0.94590, 0.56772, 0.39052, 0.88645, 0.51459, 0.63902, 0.61716, 0.65992, 0.45601, 0.43676, 0.41740, 0.47058, 0.33792, 0.92029, 0.55082, 0.43415, 0.74222, 0.51459, 0.62026, 0.61697, 0.67432, 0.48257, 0.44154, 0.44033, 0.51984, 0.32989, 0.94784, 0.42158, 0.49958, 0.85267, 0.52331, 0.36581, 0.64318, 0.19457, 0.32227, 0.27360, 0.25487, 0.25148, 0.69910, 0.22562, 0.15611, 0.16845, 0.64274, 0.39029, 0.43271, 0.39669, 0.37100, 0.48759, 0.52390, 0.32402, 0.38745, 0.52779, 0.77969, 0.04684, 0.16101, 0.35445, 0.09653, 0.58734, 0.75813,Lesao_Benigna
 0.27440, 0.80221, 0.20211, 0.49866, 0.32531, 0.60307, 0.36872, 0.68976, 0.69093, 0.80637, 0.69901, 0.65699, 0.98953, 0.27650, 0.85611, 0.26072, 0.49866, 0.34417, 0.60329, 0.35673, 0.68409, 0.68148, 0.85949, 0.67228, 0.67746, 0.99383, 0.28204, 0.81529, 0.39531, 0.49869, 0.39640, 0.60234, 0.36801, 0.67362, 0.66957, 0.81817, 0.62992, 0.68862, 0.99090, 0.27617, 0.85757, 0.25199, 0.49872, 0.31834, 0.60137, 0.35799, 0.68389, 0.68022, 0.86118, 0.69931, 0.69251, 0.99401, 0.68113, 0.67238, 0.39388, 0.12092, 0.42176, 0.54984, 0.69329, 0.23102, 0.12373, 0.13635, 0.15540, 0.27387, 0.58903, 0.46910, 0.56739, 0.41335, 0.01996, 0.31929, 0.34502, 0.54626, 0.43913, 0.42709, 0.28804, 0.46943, 0.37754, 0.58138, 0.10703, 0.44799, 0.24821, 0.19830, 0.02899, 0.09218, 0.58086, 0.66770, 0.28772, 0.55606, 0.68432, 0.62946, 0.68959, 0.43223, 0.39467, 0.70334, 0.42533, 0.30853, 0.88442, 0.56411, 0.54237, 0.64791, 0.55606, 0.65597, 0.62977, 0.69577, 0.45120, 0.40621, 0.56194, 0.45960, 0.30559, 0.92227, 0.57723, 0.48578, 0.75086, 0.55606, 0.64784, 0.62981, 0.69306, 0.42924, 0.40968, 0.51659, 0.45538, 0.29972, 0.88913, 0.55754, 0.56238, 0.55527, 0.55606, 0.62281, 0.62987, 0.69412, 0.45812, 0.41682, 0.57806, 0.50522, 0.30780, 0.92609, 0.30396, 0.46457, 0.60530, 0.77412, 0.28519, 0.63645, 0.66815, 0.28607, 0.32445, 0.36492, 0.55422, 0.69542, 0.03795, 0.02021, 0.03946, 0.54931, 0.38474, 0.42209, 0.45263, 0.53491, 0.59633, 0.57994, 0.46514, 0.47438, 0.44318, 0.69438, 0.24285, 0.27123, 0.40156, 0.24765, 0.33982, 0.38249,Lesao_Benigna
 0.23620, 0.80250, 0.39113, 0.41260, 0.38402, 0.52080, 0.57328, 0.68438, 0.67741, 0.80907, 0.62518, 0.55870, 0.97978, 0.23955, 0.85652, 0.44061, 0.41261, 0.43110, 0.52064, 0.56502, 0.67653, 0.66081, 0.86461, 0.56255, 0.56655, 0.98651, 0.24508, 0.84847, 0.52623, 0.41266, 0.50241, 0.51885, 0.57458, 0.66184, 0.64652, 0.85518, 0.49315, 0.56057, 0.98039, 0.23801, 0.85767, 0.43525, 0.41272, 0.40230, 0.51706, 0.56860, 0.67697, 0.66139, 0.86584, 0.59431, 0.58053, 0.98707, 0.84030, 0.72092, 0.56467, 0.23221, 0.17408, 0.56533, 0.83950, 0.98824, 0.18039, 0.27025, 0.33807, 0.05616, 0.36548, 0.30827, 0.55661, 0.55902, 0.15573, 0.01333, 0.62283, 0.35483, 0.43156, 0.55320, 0.28573, 0.18956, 0.28207, 0.53827, 0.21463, 0.22852, 0.10470, 0.10273, 0.61944, 0.32073, 0.62181, 0.57547, 0.35600, 0.46472, 0.71501, 0.56051, 0.63684, 0.39862, 0.36423, 0.60913, 0.39146, 0.30674, 0.86262, 0.60957, 0.45085, 0.74885, 0.46471, 0.69892, 0.56097, 0.64786, 0.41251, 0.37130, 0.47228, 0.41111, 0.29305, 0.90078, 0.62514, 0.40236, 0.83726, 0.46472, 0.72087, 0.56092, 0.64033, 0.38730, 0.36592, 0.44066, 0.36725, 0.27077, 0.85353, 0.60315, 0.47689, 0.63575, 0.46471, 0.66879, 0.56113, 0.64496, 0.41934, 0.38122, 0.49503, 0.45241, 0.29443, 0.90520, 0.35140, 0.35108, 0.54720, 1.00000, 0.25661, 0.74999, 0.88282, 0.20764, 0.46530, 0.58805, 0.44986, 0.51178, 0.10479, 0.03543, 0.29018, 0.49508, 0.38779, 0.59962, 0.54078, 0.77999, 0.44182, 0.71429, 0.69103, 0.51168, 0.55726, 0.48927, 0.38209, 0.37449, 0.37196, 0.33219, 0.34775, 0.13331,Lesao_Benigna
