 @relation BaseImagens

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute x41 numeric
@attribute x42 numeric
@attribute x43 numeric
@attribute x44 numeric
@attribute x45 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute x48 numeric
@attribute x49 numeric
@attribute x50 numeric
@attribute x51 numeric
@attribute x52 numeric
@attribute x53 numeric
@attribute x54 numeric
@attribute x55 numeric
@attribute x56 numeric
@attribute x57 numeric
@attribute x58 numeric
@attribute x59 numeric
@attribute x60 numeric
@attribute x61 numeric
@attribute x62 numeric
@attribute x63 numeric
@attribute x64 numeric
@attribute x65 numeric
@attribute x66 numeric
@attribute x67 numeric
@attribute x68 numeric
@attribute x69 numeric
@attribute x70 numeric
@attribute x71 numeric
@attribute x72 numeric
@attribute x73 numeric
@attribute x74 numeric
@attribute x75 numeric
@attribute x76 numeric
@attribute x77 numeric
@attribute x78 numeric
@attribute x79 numeric
@attribute x80 numeric
@attribute x81 numeric
@attribute x82 numeric
@attribute x83 numeric
@attribute x84 numeric
@attribute x85 numeric
@attribute x86 numeric
@attribute x87 numeric
@attribute x88 numeric
@attribute x89 numeric
@attribute x90 numeric
@attribute x91 numeric
@attribute x92 numeric
@attribute x93 numeric
@attribute x94 numeric
@attribute x95 numeric
@attribute x96 numeric
@attribute x97 numeric
@attribute x98 numeric
@attribute x99 numeric
@attribute x100 numeric
@attribute x101 numeric
@attribute x102 numeric
@attribute x103 numeric
@attribute x104 numeric
@attribute x105 numeric
@attribute x106 numeric
@attribute x107 numeric
@attribute x108 numeric
@attribute x109 numeric
@attribute x110 numeric
@attribute x111 numeric
@attribute x112 numeric
@attribute x113 numeric
@attribute x114 numeric
@attribute x115 numeric
@attribute x116 numeric
@attribute x117 numeric
@attribute x118 numeric
@attribute x119 numeric
@attribute x120 numeric
@attribute x121 numeric
@attribute x122 numeric
@attribute x123 numeric
@attribute x124 numeric
@attribute x125 numeric
@attribute x126 numeric
@attribute x127 numeric
@attribute x128 numeric
@attribute x129 numeric
@attribute x130 numeric
@attribute x131 numeric
@attribute x132 numeric
@attribute x133 numeric
@attribute x134 numeric
@attribute x135 numeric
@attribute x136 numeric
@attribute x137 numeric
@attribute x138 numeric
@attribute x139 numeric
@attribute x140 numeric
@attribute x141 numeric
@attribute x142 numeric
@attribute x143 numeric
@attribute x144 numeric
@attribute x145 numeric
@attribute x146 numeric
@attribute x147 numeric
@attribute x148 numeric
@attribute x149 numeric
@attribute x150 numeric
@attribute x151 numeric
@attribute x152 numeric
@attribute x153 numeric
@attribute x154 numeric
@attribute x155 numeric
@attribute x156 numeric
@attribute x157 numeric
@attribute x158 numeric
@attribute x159 numeric
@attribute x160 numeric
@attribute x161 numeric
@attribute x162 numeric
@attribute x163 numeric
@attribute x164 numeric
@attribute x165 numeric
@attribute x166 numeric
@attribute x167 numeric
@attribute x168 numeric

Cisto_T1_1.jpg,cisto

@attribute class {Cisto,Lesao_Benigna,Lesao_Maligna,Sem_Lesao}
@data
 0.16179, 0.74214, 0.40295, 0.43216, 0.38409, 0.53039, 0.52646, 0.76170, 0.74817, 0.74866, 0.62619, 0.56372, 0.98550, 0.16218, 0.80056, 0.44438, 0.43216, 0.37231, 0.53043, 0.51781, 0.76453, 0.74402, 0.80655, 0.61698, 0.59047, 0.99198, 0.16724, 0.84795, 0.49501, 0.43217, 0.38290, 0.53014, 0.52269, 0.75478, 0.73818, 0.85103, 0.61264, 0.60237, 0.98865, 0.16273, 0.80666, 0.43273, 0.43218, 0.36348, 0.52983, 0.51698, 0.76134, 0.73862, 0.81359, 0.62837, 0.59555, 0.99188, 0.73171, 0.55268, 0.78342, 0.19391, 0.81228, 0.27429, 0.60264, 0.36327, 0.36436, 0.07477, 0.30788, 0.41509, 0.49699, 0.31286, 0.61511, 0.23394, 0.36139, 0.36238, 0.38625, 0.39274, 0.49910, 0.57319, 0.30954, 0.55410, 0.40651, 0.55498, 0.38951, 0.31624, 0.75667, 0.20221, 0.40504, 0.58774, 0.59233, 0.46346, 0.41844, 0.43349, 0.73322, 0.50350, 0.54011, 0.42067, 0.38134, 0.49114, 0.37297, 0.36437, 0.89610, 0.56731, 0.37438, 0.75604, 0.43348, 0.66343, 0.50416, 0.54630, 0.44257, 0.40625, 0.38416, 0.46509, 0.40343, 0.93980, 0.57740, 0.36396, 0.75828, 0.43348, 0.65155, 0.50429, 0.53355, 0.42629, 0.41280, 0.39193, 0.45880, 0.41428, 0.91511, 0.56451, 0.39833, 0.64793, 0.43347, 0.64821, 0.50461, 0.54398, 0.44769, 0.41270, 0.40745, 0.48822, 0.39554, 0.94018, 0.36326, 0.41225, 0.54833, 0.76806, 0.26063, 0.54723, 0.65060, 0.17630, 0.37783, 0.29159, 0.58876, 0.47337, 0.12239, 0.10720, 0.23773, 0.45385, 0.27126, 0.50226, 0.30796, 0.43590, 0.29213, 0.53109, 0.51693, 0.31064, 0.54996, 0.39368, 0.35154, 0.18499, 0.38126, 0.18417, 0.62736, 0.22588,Lesao_Benigna
 0.51249, 0.02840, 0.98771, 0.43355, 0.89331, 0.50625, 0.84613, 0.27193, 0.25778, 0.02907, 0.12305, 0.00000, 0.29439, 0.51520, 0.03298, 0.99341, 0.43354, 0.91721, 0.50648, 0.85661, 0.26905, 0.25082, 0.03399, 0.08270, 0.00000, 0.32901, 0.51296, 0.04588, 0.98939, 0.43353, 0.89313, 0.50677, 0.85035, 0.27179, 0.26006, 0.04781, 0.11389, 0.00000, 0.32494, 0.51626, 0.04326, 0.98807, 0.43352, 0.88406, 0.50708, 0.85858, 0.26779, 0.25364, 0.04470, 0.13129, 0.00000, 0.33843, 0.73793, 0.35926, 0.10185, 0.89109, 0.22645, 0.54178, 0.23162, 0.36783, 0.70061, 0.13455, 0.97284, 0.42562, 0.92076, 0.14360, 0.54501, 0.72110, 0.00103, 0.03898, 0.39218, 0.24722, 0.31726, 0.84642, 0.46958, 0.45941, 0.56004, 0.52348, 0.67201, 0.50686, 0.48893, 0.50708, 0.48034, 0.55328, 0.90070, 0.13506, 0.67758, 0.05001, 0.91779, 0.11089, 0.20661, 0.12041, 0.11372, 0.14738, 0.13360, 0.33156, 0.46666, 0.89664, 0.10421, 0.85191, 0.05000, 0.91076, 0.11184, 0.20607, 0.12463, 0.11700, 0.11813, 0.14645, 0.36567, 0.51838, 0.89193, 0.11776, 0.73486, 0.05000, 0.88573, 0.11218, 0.19154, 0.12388, 0.12537, 0.15650, 0.17243, 0.41445, 0.50145, 0.89090, 0.12842, 0.73929, 0.05002, 0.88945, 0.11110, 0.20215, 0.12994, 0.12296, 0.13861, 0.17988, 0.36515, 0.53252, 0.32336, 0.00000, 0.25139, 0.20748, 0.06707, 0.12790, 0.10537, 0.06307, 0.21626, 0.45304, 0.23092, 0.36652, 0.29554, 0.61003, 0.46107, 0.39402, 0.29371, 0.09127, 0.17758, 0.47531, 0.42226, 0.38675, 0.35714, 0.13549, 0.13380, 0.16633, 0.27266, 0.29974, 0.68780, 0.50581, 0.19493, 0.05789,Lesao_Benigna
 0.25382, 0.05469, 0.90976, 0.36258, 0.70968, 0.42879, 0.17409, 0.60159, 0.57052, 0.05500, 0.32200, 0.49062, 0.96706, 0.25504, 0.03811, 0.93033, 0.36257, 0.74664, 0.42920, 0.17517, 0.60100, 0.55888, 0.03748, 0.26721, 0.50078, 0.97702, 0.25642, 0.03562, 0.93535, 0.36257, 0.74564, 0.42921, 0.17403, 0.59957, 0.56654, 0.03588, 0.27622, 0.53045, 0.97351, 0.25534, 0.04065, 0.92639, 0.36258, 0.71564, 0.42922, 0.17594, 0.59875, 0.56017, 0.04008, 0.30815, 0.51017, 0.97762, 0.47264, 0.54450, 0.50060, 0.16752, 0.55864, 0.19594, 0.43586, 0.22323, 0.18051, 0.57298, 0.38999, 0.37484, 0.32486, 0.51254, 0.45323, 0.39713, 0.16314, 0.07290, 0.32374, 0.24421, 0.38097, 0.44819, 0.52499, 0.61738, 0.50076, 0.58415, 0.07212, 0.64686, 0.33046, 0.48521, 0.40693, 0.43069, 0.77968, 0.31205, 0.39550, 0.16489, 0.76573, 0.27511, 0.30328, 0.27411, 0.26969, 0.32685, 0.34250, 0.50343, 0.82289, 0.77329, 0.23983, 0.64003, 0.16488, 0.74841, 0.27576, 0.30278, 0.28249, 0.27479, 0.24712, 0.36486, 0.51906, 0.86314, 0.77578, 0.21820, 0.67230, 0.16488, 0.71529, 0.27633, 0.29775, 0.27173, 0.28402, 0.24408, 0.38545, 0.54061, 0.83617, 0.76656, 0.26847, 0.53272, 0.16489, 0.72212, 0.27579, 0.29879, 0.28916, 0.28390, 0.27274, 0.40487, 0.52783, 0.86909, 0.18701, 0.71036, 0.26105, 0.30512, 0.11452, 0.21842, 0.49873, 0.35342, 0.40338, 0.47374, 0.63756, 0.15091, 0.28332, 0.16947, 1.00000, 0.03358, 0.19559, 0.11009, 0.15667, 0.19692, 0.37317, 0.36056, 0.19786, 0.17962, 0.47867, 0.19003, 0.47612, 0.15414, 0.57119, 0.36885, 0.14876, 0.04207,Lesao_Benigna
 0.20173, 0.06396, 0.94145, 0.45088, 0.71434, 0.52465, 0.45634, 0.57647, 0.54611, 0.06455, 0.28658, 0.23706, 0.79223, 0.20559, 0.05259, 0.95787, 0.45087, 0.72865, 0.52482, 0.46151, 0.57414, 0.53435, 0.05222, 0.26351, 0.24469, 0.83153, 0.20615, 0.05192, 0.96212, 0.45084, 0.72693, 0.52597, 0.45864, 0.57280, 0.54053, 0.05233, 0.27018, 0.24779, 0.81354, 0.20883, 0.05235, 0.95769, 0.45080, 0.71959, 0.52711, 0.46303, 0.56770, 0.52847, 0.05222, 0.27623, 0.23730, 0.82679, 0.72044, 0.50284, 0.63749, 0.14954, 0.61811, 0.27621, 0.55619, 0.21349, 0.17930, 0.56531, 0.42454, 0.42563, 0.42278, 0.60482, 0.50251, 0.33015, 0.12345, 0.21049, 0.33959, 0.31143, 0.33723, 0.55568, 0.70828, 0.67493, 0.52203, 0.50694, 0.01196, 0.60071, 0.13899, 0.49275, 0.26969, 0.51235, 0.71900, 0.39913, 0.36544, 0.21777, 0.73937, 0.34057, 0.40359, 0.31638, 0.29206, 0.41801, 0.37759, 0.42162, 0.82090, 0.70352, 0.34706, 0.55746, 0.21776, 0.70448, 0.34136, 0.39724, 0.33050, 0.30032, 0.35725, 0.42401, 0.44455, 0.86628, 0.71569, 0.30141, 0.66340, 0.21772, 0.68991, 0.34356, 0.39924, 0.31407, 0.30454, 0.32751, 0.41910, 0.43440, 0.82967, 0.70021, 0.34685, 0.53770, 0.21773, 0.69135, 0.34327, 0.40220, 0.33503, 0.30586, 0.35443, 0.44563, 0.42852, 0.86715, 0.40240, 0.68046, 0.08646, 0.29850, 0.16059, 0.33038, 0.53671, 0.32377, 0.07225, 0.16691, 0.14918, 0.24403, 0.47835, 0.59312, 0.69313, 0.34744, 0.03227, 0.29465, 0.28361, 0.37598, 0.07918, 0.16218, 0.10925, 0.60182, 0.15694, 0.15043, 0.14277, 0.33272, 0.15608, 0.45602, 0.25634, 0.42631,Lesao_Benigna
 0.20396, 0.06624, 0.93064, 0.49806, 0.70247, 0.56911, 0.37939, 0.57300, 0.54219, 0.06679, 0.28811, 0.23831, 0.79764, 0.20518, 0.05717, 0.94520, 0.49804, 0.70021, 0.56961, 0.38298, 0.57597, 0.53561, 0.05655, 0.27669, 0.25655, 0.84093, 0.20792, 0.05286, 0.95304, 0.49801, 0.71243, 0.57068, 0.38069, 0.57216, 0.53932, 0.05312, 0.27295, 0.25560, 0.82108, 0.21063, 0.05199, 0.94928, 0.49798, 0.71424, 0.57176, 0.38436, 0.56551, 0.52570, 0.05178, 0.27190, 0.24227, 0.83227, 0.68376, 0.59118, 0.67340, 0.21424, 0.59208, 0.23639, 0.53056, 0.14102, 0.10143, 0.53148, 0.37733, 0.38099, 0.37951, 0.58490, 0.52926, 0.40607, 0.18413, 0.03908, 0.37572, 0.26979, 0.39592, 0.55866, 0.62901, 0.69296, 0.51160, 0.58636, 0.18963, 0.54777, 0.35193, 0.42829, 0.37430, 0.41902, 0.67989, 0.41215, 0.35208, 0.24009, 0.71397, 0.36765, 0.41120, 0.35566, 0.32886, 0.42842, 0.41138, 0.45271, 0.86895, 0.65829, 0.38206, 0.47610, 0.24008, 0.66033, 0.36841, 0.39886, 0.37451, 0.34399, 0.38722, 0.48555, 0.49675, 0.91235, 0.67065, 0.32527, 0.61394, 0.24005, 0.64227, 0.37022, 0.40482, 0.35732, 0.34936, 0.34605, 0.48320, 0.48613, 0.88313, 0.65977, 0.34844, 0.55050, 0.24005, 0.66248, 0.37008, 0.41174, 0.37405, 0.34488, 0.35200, 0.48820, 0.46209, 0.90833, 0.39516, 0.70355, 0.12250, 0.35211, 0.32086, 0.31464, 0.59311, 0.25602, 0.03405, 0.03360, 0.36631, 0.33670, 0.41823, 0.47886, 0.91022, 0.23248, 0.04700, 0.45993, 0.11058, 0.27067, 0.02048, 0.15363, 0.09335, 0.43892, 0.28219, 0.11187, 0.10421, 0.15166, 0.15602, 0.19922, 0.37483, 0.46236,Lesao_Benigna
 0.30503, 0.05190, 0.95816, 0.57330, 0.73650, 0.64391, 0.53214, 0.56059, 0.52981, 0.05234, 0.28183, 0.26424, 0.62447, 0.31016, 0.03573, 0.97677, 0.57330, 0.77124, 0.64400, 0.53887, 0.55899, 0.51501, 0.03532, 0.23110, 0.26308, 0.67248, 0.31152, 0.03262, 0.98048, 0.57325, 0.76150, 0.64563, 0.53450, 0.55935, 0.52288, 0.03297, 0.24797, 0.27791, 0.65042, 0.31428, 0.03857, 0.97444, 0.57319, 0.72550, 0.64723, 0.53878, 0.55635, 0.51400, 0.03804, 0.28854, 0.27144, 0.67599, 0.86976, 0.56895, 0.45264, 0.45021, 0.62481, 0.53170, 0.43558, 0.24610, 0.16199, 0.37675, 0.70242, 0.40544, 0.63390, 0.49872, 0.48750, 0.38516, 0.00000, 0.20721, 0.50152, 0.29475, 0.33399, 0.72228, 0.70175, 0.64711, 0.53566, 0.52669, 0.18397, 0.66092, 0.22190, 0.58931, 0.36128, 0.44385, 0.69154, 0.35252, 0.37363, 0.21055, 0.71297, 0.33698, 0.34513, 0.34922, 0.33346, 0.36380, 0.40982, 0.55994, 0.89614, 0.68052, 0.27345, 0.63951, 0.21054, 0.69480, 0.33776, 0.34555, 0.36290, 0.34100, 0.27551, 0.44078, 0.57429, 0.92677, 0.68589, 0.27788, 0.58849, 0.21053, 0.65316, 0.33822, 0.33581, 0.35280, 0.35251, 0.29753, 0.46189, 0.59575, 0.90711, 0.66801, 0.33683, 0.43063, 0.21055, 0.64672, 0.33735, 0.33269, 0.37478, 0.35662, 0.33527, 0.50773, 0.61007, 0.93424, 0.49057, 0.62080, 0.43566, 0.41707, 0.36976, 0.08392, 0.46717, 0.25015, 0.12207, 0.00000, 0.08966, 0.25261, 0.26497, 0.21030, 0.32275, 0.55600, 0.06040, 0.32311, 0.31034, 0.31378, 0.52376, 0.07500, 0.28209, 0.06974, 0.15829, 0.20362, 0.04778, 0.25833, 0.36347, 0.48711, 0.00000, 0.31941,Lesao_Benigna
 0.56732, 0.42255, 0.69044, 0.74526, 0.70343, 0.78312, 0.61449, 0.35496, 0.35157, 0.43245, 0.33281, 0.29710, 0.34272, 0.56484, 0.49359, 0.69007, 0.74526, 0.73893, 0.78305, 0.61181, 0.35178, 0.34569, 0.50827, 0.27502, 0.29926, 0.39424, 0.57247, 0.54526, 0.70568, 0.74526, 0.76957, 0.78303, 0.61090, 0.33922, 0.33547, 0.55713, 0.23207, 0.29283, 0.33996, 0.56457, 0.49633, 0.68375, 0.74527, 0.69992, 0.78299, 0.61046, 0.35268, 0.34844, 0.51110, 0.32333, 0.30833, 0.40652, 0.91387, 0.62212, 0.64662, 0.27282, 0.70121, 0.50520, 0.53430, 0.37690, 0.14305, 0.49922, 0.70309, 0.40766, 0.68040, 0.66214, 0.65147, 0.41685, 0.08430, 0.02437, 0.22492, 0.21837, 0.46563, 0.69403, 0.71665, 0.62932, 0.78940, 0.31062, 0.25740, 0.56220, 0.61977, 0.31181, 0.75455, 0.43373, 0.85367, 0.35168, 0.51368, 0.16589, 0.88288, 0.31292, 0.45824, 0.17922, 0.16074, 0.38473, 0.17434, 0.19246, 0.51438, 0.84922, 0.29535, 0.79858, 0.16589, 0.87112, 0.31342, 0.46102, 0.18884, 0.16500, 0.32641, 0.18793, 0.20810, 0.57270, 0.85603, 0.28905, 0.78585, 0.16589, 0.88826, 0.31346, 0.44735, 0.17135, 0.16107, 0.33815, 0.15605, 0.20094, 0.50449, 0.84115, 0.33321, 0.65294, 0.16588, 0.84479, 0.31376, 0.45522, 0.19775, 0.17433, 0.36168, 0.22674, 0.21314, 0.59405, 0.12141, 0.32104, 0.38540, 0.54265, 0.20472, 0.48820, 0.47455, 0.17170, 0.15032, 0.30782, 0.24554, 0.50289, 0.28383, 0.14408, 0.32318, 0.57818, 0.29823, 0.32841, 0.36070, 0.57611, 0.35448, 0.32869, 0.19343, 0.34314, 0.32497, 0.53286, 0.04772, 0.28146, 0.07663, 0.27489, 0.29083, 0.52258,Lesao_Benigna
 0.79170, 0.00561, 0.99756, 0.80936, 0.96708, 0.85425, 0.59216, 0.15103, 0.13970, 0.00575, 0.04923, 0.21237, 0.07194, 0.79117, 0.01222, 0.99615, 0.80937, 0.94119, 0.85412, 0.60026, 0.15400, 0.14104, 0.01254, 0.07209, 0.22698, 0.10017, 0.78923, 0.01401, 0.99464, 0.80937, 0.91743, 0.85423, 0.59375, 0.15748, 0.14678, 0.01524, 0.10192, 0.25082, 0.09964, 0.79243, 0.00748, 0.99926, 0.80936, 0.94845, 0.85435, 0.59829, 0.15253, 0.13898, 0.00786, 0.07023, 0.21710, 0.09695, 0.89939, 0.81037, 0.97596, 0.18060, 0.82072, 0.25586, 0.69701, 0.14478, 0.84733, 0.04991, 0.79752, 0.41424, 0.82156, 0.36925, 0.91495, 0.40670, 0.05575, 0.09771, 0.13656, 0.10641, 0.29106, 0.77900, 0.68200, 0.61192, 0.93516, 0.54296, 0.62344, 0.25107, 0.69183, 0.33296, 0.48975, 0.47070, 0.93287, 0.02440, 0.94409, 0.02665, 0.96237, 0.07040, 0.16348, 0.08308, 0.07700, 0.02601, 0.05877, 0.32209, 0.37600, 0.92350, 0.05716, 0.90471, 0.02664, 0.92030, 0.07114, 0.15468, 0.09673, 0.09478, 0.06564, 0.12964, 0.43432, 0.48115, 0.92030, 0.08844, 0.68728, 0.02664, 0.89390, 0.07156, 0.13724, 0.09847, 0.10317, 0.12572, 0.15701, 0.49151, 0.47070, 0.92359, 0.04991, 0.92553, 0.02664, 0.92149, 0.07149, 0.15957, 0.09744, 0.09473, 0.05234, 0.12843, 0.39707, 0.47429, 0.12522, 0.68044, 0.25805, 0.26888, 0.27461, 0.07918, 0.22867, 0.87510, 0.11557, 0.09086, 0.33651, 0.07080, 0.09645, 0.13924, 0.26596, 0.47204, 0.35549, 0.52430, 0.43679, 0.38125, 0.11431, 0.07565, 0.32868, 0.23318, 0.39413, 0.14047, 0.40630, 0.35613, 0.28045, 0.26245, 0.11469, 0.07887,Lesao_Benigna
 0.88019, 0.00000, 1.00000, 0.90401, 1.00000, 0.92929, 0.47528, 0.09875, 0.08940, 0.00000, 0.00000, 0.24337, 0.02710, 0.88094, 0.00000, 1.00000, 0.90400, 0.97200, 0.92958, 0.48050, 0.10555, 0.09443, 0.00000, 0.03433, 0.27516, 0.05489, 0.87866, 0.00000, 0.99779, 0.90401, 0.93533, 0.92926, 0.47510, 0.11053, 0.10205, 0.00096, 0.07914, 0.31553, 0.06360, 0.87926, 0.00000, 1.00000, 0.90403, 0.94354, 0.92894, 0.47889, 0.10845, 0.09850, 0.00000, 0.07395, 0.27930, 0.06604, 0.87309, 0.88822, 0.82317, 0.33792, 0.74896, 0.28241, 0.57459, 0.08975, 0.63203, 0.22418, 0.61423, 0.42354, 0.78792, 0.44568, 0.79957, 0.54938, 0.16367, 0.00000, 0.33467, 0.07322, 0.32226, 0.79485, 0.64098, 0.66336, 0.81841, 0.67469, 0.60261, 0.32532, 0.68167, 0.29925, 0.59026, 0.40648, 0.96658, 0.00000, 1.00000, 0.01658, 0.99316, 0.05277, 0.13964, 0.05577, 0.05049, 0.00000, 0.00811, 0.31853, 0.29943, 0.95363, 0.02900, 0.96580, 0.01657, 0.93546, 0.05370, 0.13258, 0.07467, 0.07498, 0.03488, 0.10251, 0.47108, 0.43359, 0.94124, 0.09448, 0.56463, 0.01657, 0.88818, 0.05403, 0.10895, 0.08460, 0.09060, 0.13137, 0.16129, 0.57074, 0.45597, 0.94333, 0.07226, 0.76230, 0.01657, 0.90897, 0.05409, 0.12501, 0.08481, 0.08530, 0.07641, 0.14619, 0.49771, 0.46793, 0.01535, 0.48056, 0.06512, 0.00000, 0.13525, 0.13353, 0.09857, 0.61979, 0.07264, 0.09429, 0.34324, 0.17280, 0.08325, 0.13847, 0.39197, 0.25305, 0.16866, 0.22516, 0.20917, 0.24301, 0.36658, 0.12946, 0.24715, 0.18783, 0.32792, 0.04566, 0.05217, 0.04088, 0.18438, 0.14636, 0.13262, 0.08778,Lesao_Benigna
 0.54334, 0.02404, 0.98654, 0.62429, 0.88451, 0.68587, 0.69191, 0.32364, 0.30313, 0.02452, 0.12934, 0.16425, 0.27465, 0.54697, 0.01550, 0.99780, 0.62428, 0.90453, 0.68622, 0.70053, 0.32235, 0.29365, 0.01565, 0.09445, 0.16380, 0.30886, 0.54592, 0.01587, 0.99766, 0.62425, 0.86784, 0.68701, 0.69419, 0.32754, 0.30463, 0.01677, 0.13914, 0.18620, 0.30565, 0.54880, 0.01845, 0.99599, 0.62423, 0.85451, 0.68782, 0.69981, 0.32331, 0.29706, 0.01855, 0.15860, 0.17192, 0.32191, 0.91632, 0.48558, 0.40642, 0.70191, 0.44985, 0.49884, 0.20185, 0.22187, 0.14588, 0.50156, 0.36502, 0.69459, 0.68219, 0.60294, 0.35738, 0.69216, 0.19920, 0.37143, 0.45949, 0.21989, 0.10473, 0.70256, 0.90200, 0.44482, 0.54878, 0.62712, 0.25949, 0.80588, 0.44835, 0.46690, 0.49061, 0.61010, 0.82109, 0.16454, 0.64896, 0.09906, 0.86340, 0.18650, 0.24321, 0.20789, 0.19297, 0.17577, 0.21019, 0.44890, 0.70271, 0.80851, 0.14472, 0.79081, 0.09905, 0.82872, 0.18739, 0.23982, 0.22164, 0.20757, 0.15415, 0.26468, 0.51329, 0.77354, 0.80732, 0.17404, 0.62413, 0.09905, 0.78144, 0.18785, 0.22367, 0.22009, 0.22133, 0.20545, 0.30840, 0.56456, 0.75546, 0.79981, 0.18039, 0.64283, 0.09906, 0.79133, 0.18703, 0.23340, 0.23108, 0.21920, 0.18573, 0.32115, 0.53400, 0.78917, 0.20554, 0.30936, 0.31847, 0.33763, 0.15275, 0.16290, 0.31727, 0.06444, 0.12009, 0.69355, 0.23282, 0.26722, 0.18475, 0.89582, 0.24369, 0.29689, 0.14417, 0.17754, 0.41299, 0.21581, 0.18289, 0.20390, 0.22027, 0.60827, 0.29793, 0.07481, 0.03145, 0.21908, 0.53782, 0.64037, 0.46127, 0.37889,Lesao_Benigna
 0.55987, 0.02126, 0.98855, 0.62682, 0.89905, 0.68867, 0.69550, 0.30091, 0.28116, 0.02171, 0.11233, 0.14505, 0.24781, 0.56386, 0.01200, 0.99999, 0.62680, 0.93130, 0.68920, 0.70397, 0.29786, 0.26981, 0.01223, 0.06234, 0.13940, 0.27316, 0.56260, 0.01151, 1.00000, 0.62678, 0.89648, 0.68991, 0.69746, 0.30370, 0.28112, 0.01252, 0.10785, 0.16163, 0.27293, 0.56583, 0.01397, 0.99881, 0.62675, 0.88133, 0.69063, 0.70307, 0.29925, 0.27373, 0.01411, 0.13162, 0.14807, 0.28710, 0.89713, 0.45571, 0.32274, 0.77698, 0.38828, 0.51345, 0.09954, 0.17292, 0.14178, 0.49989, 0.30510, 0.64875, 0.72432, 0.57040, 0.34865, 0.73247, 0.22000, 0.31857, 0.55361, 0.35906, 0.29723, 0.69731, 0.88290, 0.44805, 0.51006, 0.64225, 0.45272, 0.67053, 0.59723, 0.38608, 0.51558, 0.60676, 0.83926, 0.14566, 0.66252, 0.08254, 0.87611, 0.15531, 0.21645, 0.18458, 0.17129, 0.15589, 0.19173, 0.43867, 0.65425, 0.82921, 0.11435, 0.83864, 0.08254, 0.85483, 0.15623, 0.21572, 0.19343, 0.18063, 0.12364, 0.22710, 0.48865, 0.71857, 0.82649, 0.14715, 0.64648, 0.08253, 0.80801, 0.15659, 0.19823, 0.19472, 0.19492, 0.18014, 0.27419, 0.54725, 0.70463, 0.81840, 0.16232, 0.63772, 0.08255, 0.81352, 0.15555, 0.20568, 0.20617, 0.19436, 0.16836, 0.28983, 0.52076, 0.74279, 0.18596, 0.24582, 0.28939, 0.37323, 0.10083, 0.23290, 0.46278, 0.08255, 0.00892, 0.52960, 0.43475, 0.21463, 0.21027, 0.77377, 0.32992, 0.15685, 0.03959, 0.12124, 0.20443, 0.27320, 0.18414, 0.10107, 0.29473, 0.37531, 0.30668, 0.01374, 0.18162, 0.10531, 0.64467, 0.50837, 0.22765, 0.20701,Lesao_Benigna
